name,user_id,verified,username,location,created_at,possibly_sensitive,lang,tweet_id,edit_history_tweet_ids,source,text,type
Fabi,1273007335175270400,False,Fabirgx,"Bogotá, D.C., Colombia",2022-11-21 19:13:17+00:00,False,en,1594770947365605383,['1594770947365605383'],Twitter for Android,@miseleccionmx @HeroesNFTClub If on mobile 😉,replied_to
David,900604157014401024,False,reddDavid9,,2022-11-21 19:12:59+00:00,False,es,1594770871704600576,['1594770871704600576'],Twitter for iPhone,@miseleccionmx Se los van a 👌🏻,replied_to
DeportenimientoMx,1567711935772389376,False,deportenimiento,"Guadalajara, Jalisco",2022-11-21 19:12:52+00:00,False,es,1594770840062754816,['1594770840062754816'],Twitter for Android,"@miseleccionmx Un pedo de Lewandowski vale más que todos los troncos de esa foto. 

Se dice y no pasa nada.",replied_to
Seguridad Pública de Hidalgo,1633689121,False,SSP_Hidalgo,,2022-11-21 19:12:51+00:00,True,es,1594770836338397189,['1594770836338397189'],Twitter for iPhone,Será Henry el centro delantero de @miseleccionmx en el primer compromiso de la @fifaworldcup_es #FIFAWorldCup #Qatar2022 #mexicodemivida https://t.co/oSQyDIM7JS,
Julián Zacarías Curi,424520128,True,JULIANZACARIASC,"Progreso, Yucatán",2022-11-21 19:12:45+00:00,False,en,1594770810044284928,['1594770810044284928'],Twitter for Android,"@miseleccionmx @HeroesNFTClub Good to know ⚠️
COPY
https://t.co/ESWyjDAKZ6
⬇️
PASTE INTO 
#PHANTOM WALLET 
(bottom right then search bar) 
ENJOY 😉 😍
#nft #heroesnftclub #Qatar2022      
#nftutility #nftcommunity #solana",replied_to
Alex,152798464,False,Jandro_c,,2022-11-21 19:12:18+00:00,False,es,1594770699599728641,['1594770699599728641'],Twitter for Android,"Desde Plaza Juárez apoyemos a la @miseleccionmx 🇲🇽 en su encuentro contra Polonia 🇵🇱 en #Qatar2022. ¡Asiste en familia y disfruta de este partido con la pantalla gigante! 

🗓 22 de noviembre 
⏰ 10:00 horas

¡Vamos #MéxicoDeMiVida! https://t.co/htRV5OG682",
Mario E. 🐺,84983169,False,MaRioSteban,CDMX,2022-11-21 19:12:15+00:00,False,es,1594770685658034176,['1594770685658034176'],Twitter for iPhone,"⚽️🇲🇽VIVAMOS JUNTOS LA PASIÓN DEL FÚTBOL.

Apoyemos a nuestra @miseleccionmx este 22 de noviembre en el parque Independencia, viendo juntos el partido inaugural contra Polonia, en punto de las 9:30 am. (1/2) https://t.co/hxL3eLSupk",
Carlos Santiago Hernandez Espinosa,1369814851510501376,False,SantiagoHE92,"Montréal, Québec",2022-11-21 19:12:06+00:00,False,es,1594770647762468865,['1594770647762468865'],Twitter for Android,@brayangenaro1 @miseleccionmx Prefieres que pase eso para decir que tuviste razón o prefieres que gane México? Pregunta seria.,replied_to
Juan Carp,175641519,False,AZULKREMAS1916,"Los Angeles, CA",2022-11-21 19:11:38+00:00,False,es,1594770531538317312,['1594770531538317312'],Twitter for Android,"Ptm, no quería llorar también hoy. https://t.co/507oVAbJly",quoted
Rayo,143311035,False,Rayoplat,,2022-11-21 19:11:22+00:00,False,es,1594770463770779648,['1594770463770779648'],Twitter for Android,@fercuetara @_JosephOG @miseleccionmx Aficionados como TU son Los primeros quecdesapareceran luego de Los 3 partidos y a casa,replied_to
Jorge Rd,117548560,False,kokito11,,2022-11-21 19:11:14+00:00,False,es,1594770427825385472,['1594770427825385472'],Twitter Web App,@ameliarceo @HenryMartinM @miseleccionmx @ClubAmerica Los reporteros de la selección ya lo dan como que si.,replied_to
🇦🇷PachekoT🇦🇷,1502489473312968707,False,viejo_cascara,,2022-11-21 19:11:13+00:00,False,es,1594770426131058708,['1594770426131058708'],Twitter for Android,@enriquebermudez @miseleccionmx @MiCanal5 @Paco_Villa_ @SanOswaldo_TD @adelarosa @RicardoLaVolpeG Con todo respeto @Paco_Villa_ y @SanOswaldo_TD no deberían estar contigo. Paco se volvió mal cronista y peor narrador hubiera sido mejor que tú despedida fuera al lado de Raúl Pérez y de Osvaldo mejor no digo nada,replied_to
FRANCISCO JAVIER,156369724,False,javier21sjr,,2022-11-21 19:10:59+00:00,False,pl,1594770366723141632,['1594770366723141632'],Twitter for Android,@miseleccionmx Lewandowski &gt; @miseleccionmx,replied_to
Andrew Beker Dvx.,1182128047597613056,False,BekerAndrew,"Puebla, México",2022-11-21 19:10:56+00:00,False,es,1594770352646725637,['1594770352646725637'],Twitter for iPhone,"@miseleccionmx Si 🇺🇸 juega todo el mundial cómo está jugando ahorita, va a llegar lejísimos",replied_to
Chino V,2714685515,False,Josuesintilde,Costa Rica,2022-11-21 19:10:41+00:00,False,es,1594770289388359692,['1594770289388359692'],Twitter for iPhone,@Euro_NoiaC9 @fisgoneria Por fin tienen un buen incentivo para ser campeones los #mexicanos #MexicoEnQatar @miseleccionmx  se viene la primera estrella😂😂😂😂😂😂😂😂😂😂😂😂😂,replied_to
Лyсио СП,112811540,False,LuChO_666_SP,Тлахомулко Халиско Мехико,2022-11-21 19:10:39+00:00,False,es,1594770282245496832,['1594770282245496832'],Twitter for Android,"#tatamartino : lo veo al 100 %
#papadeRaúlJiménez : chismosos 
@Benzema 🇨🇵: ni pedo, no voy
@woodyinho 🇩🇪: ni pedo, no voy
@DiogoJota18 : ni pedo, no voy
@Phil_Coutinho 🇧🇷: ni pedo, no voy
@Raul_Jimenez9 🇲🇽 en silla de ruedas: a huevo, estoy listo #Qatar2022 @miseleccionmx https://t.co/xzod5tcflD",
Mush,71035513,False,omarmush,,2022-11-21 19:10:19+00:00,False,en,1594770198392934414,['1594770198392934414'],Twitter for Android,@miseleccionmx @HeroesNFTClub Brilliant can't wait 👏 😊,replied_to
pizarrad3portiva,1429822319577505794,False,pizarradeport,,2022-11-21 19:10:09+00:00,False,es,1594770156328206337,['1594770156328206337'],Twitter for Android,"@miseleccionmx Jajajajaj déjense de mamadas y regresense, cualquier Mexicano quisiera ir a vacacionar como esos putos bultos que llevan ahuevo el roto del tata y Telewila, contando las horas para que pierdan el primer juego de tres, esta selección es una auténtica cagada, vergüenza nacional. 💩 https://t.co/VCvLZjaSy1",replied_to
Luis Cuervo,1227134781701394433,False,luizelcuervo,"Cuauhtémoc, Distrito Federal",2022-11-21 19:10:09+00:00,False,zxx,1594770155438997505,['1594770155438997505'],Twitter for iPhone,https://t.co/5SpEAHL5WU https://t.co/bCJUBWNqTz,quoted
سانتياغو,1283219285503094785,False,Sant1ago119,,2022-11-21 19:10:02+00:00,False,es,1594770126955548691,['1594770126955548691'],Twitter for Android,@tntsportsmex Jajajajaja si ni apoyamos a los q-leros de  @miseleccionmx ya parece jajajajaja,replied_to
normanl1um 🎂 - MAÑANA ES MI CUM!!,1477220755612049413,False,NotNormanlium,based/Redpilled,2022-11-21 19:09:24+00:00,False,es,1594769969664999425,['1594769969664999425'],Twitter Web App,"Vine a Twitter a reir, no a llorar. https://t.co/GoMPK2Ip7G",quoted
YoSoy#CruzAzul®,48011566,False,rgomez68,México,2022-11-21 19:09:08+00:00,False,es,1594769902547701762,['1594769902547701762'],Twitter Web App,Conferencia de prensa de @miseleccionmx con su D.T. Gerardo Martino  previo a enfrentarse a su similar de @LaczyNasPilka en el primer partido de la @FIFAWorldCup  todo esto por Pizarra Deportiva Impulsamos Tú Pasión https://t.co/39L9jlUFrn,
Enrique Cavazos,174939616,True,ECavazos_,"Monterrey, Nuevo León, México",2022-11-21 19:08:45+00:00,False,es,1594769805038522375,['1594769805038522375'],Twitter for iPhone,"@miseleccionmx @Raul_Jimenez9 @yosoy8a Váyanse alv, si tuviera decencia le hubiera dejado el lugar a Santiago G. 🖕🏼",replied_to
daniela,1427396192657461249,False,ddanielamontiel,,2022-11-21 19:08:40+00:00,False,qme,1594769783748440066,['1594769783748440066'],Twitter for iPad,@miseleccionmx https://t.co/KJwBchgHcp,replied_to
Sebastian Estrada,475221575,False,MexicaMcLovin,"New Hampshire, USA",2022-11-21 19:08:19+00:00,False,es,1594769696091475972,['1594769696091475972'],Twitter for iPhone,MAÑANA METEMOS 90 GOLES CABRONES https://t.co/u9yu8nfwSv,quoted
kevinismo🇲🇽,479976131,False,wtfizana,shinsheart,2022-11-21 19:08:06+00:00,False,es,1594769641041117184,['1594769641041117184'],Twitter for Android,"Pues yo veo que no serán titulares en esa foto...es más, que le robaron el lugar a alguien mejor...🤦 https://t.co/XGAYdRU42B",quoted
Mide35,1378128502973734914,False,WilliamReboll16,,2022-11-21 19:07:59+00:00,False,es,1594769612180160519,['1594769612180160519'],Twitter Web App,"Pues sea lo que sea de cómo anda el Tri ahorita, este video se llevó todo.

Nos vemos al rato, voy a echarme una lloradita.

Bendito futbol, te amo. https://t.co/pHYga1Ber9",quoted
Mire,36819808,True,ciervovulnerado,México,2022-11-21 19:07:55+00:00,False,es,1594769596284047360,['1594769596284047360'],Twitter for iPhone,@KatiiaMunguia @miseleccionmx @XimenaMontielC2 tú jajaja,replied_to
ESCRIBANO 💬,394229039,False,Aztlan04,MEXICO,2022-11-21 19:07:53+00:00,False,es,1594769588465852416,['1594769588465852416'],Twitter for iPhone,"@miseleccionmx Tampoco mamen, son solo unos patea pelotas y nada mas.",replied_to
Chema,248325135,False,untalchema75,,2022-11-21 19:07:38+00:00,False,es,1594769525408694272,['1594769525408694272'],Twitter Web App,grande mi muchacho https://t.co/RU8nrHrPta,quoted
"Mantis Toboggan, MD",864106313520951297,False,ELizano5,Uranus,2022-11-21 19:07:34+00:00,False,es,1594769507910053888,['1594769507910053888'],Twitter for Android,@miseleccionmx Venga muchachos https://t.co/B845Kf5sRd,replied_to
Amancay,1565860515133407232,False,Y_aun_respiro,,2022-11-21 19:07:30+00:00,False,es,1594769490046517248,['1594769490046517248'],Twitter for iPhone,No autorizo 🚫 que me hagan llorar ptm https://t.co/4SBnjAEXZj,quoted
sofia,3289026282,False,backgles,19,2022-11-21 19:07:24+00:00,False,es,1594769465467609089,['1594769465467609089'],Twitter for Android,@Euro_NoiaC9 Ahora es cuando @miseleccionmx,replied_to
riki,1437802877158834180,False,rikischuldiner,comuna paulistana,2022-11-21 19:07:20+00:00,False,es,1594769447058919425,['1594769447058919425'],Twitter for Android,@vicentegtz @miseleccionmx 50 varitos en tepis mi Chente,replied_to
Yari,933880157840003075,False,marty7733,,2022-11-21 18:56:48+00:00,False,es,1594766795382132742,['1594766795382132742'],Twitter for Android,"@Bixic0me @LANACION Ojito con Gabriela Origlia, puede haber final argentina!",replied_to
Kushalllluuuu 🇦🇷,880046309775888384,False,KushalTweetz,Paathalam,2022-11-21 18:56:47+00:00,False,es,1594766793763131399,['1594766793763131399'],Twitter for Android,"Hay que salir de ahí, pensar por ejemplo, lo que piensan todos los demas mortales hoy en día, mañana juega Argentina, este año ganaremos el mundial? o en algo más cotidiano como en la caja forrada de negro que necesitan en el jardín está semana, que hace falta comprar? (..)",
zozo,1577106247278645248,False,amourhss,meet me at midnight ,2022-11-21 18:56:46+00:00,False,es,1594766790676123657,['1594766790676123657'],Twitter for Android,"Los índices de pobreza extrema son más altos en mexico que en argentina.
te la tiro nomas https://t.co/18EPFwUbPV",quoted
Gonzalone,1386350210914390018,False,GonzaInterista,,2022-11-21 18:56:46+00:00,False,es,1594766789321363462,['1594766789321363462'],Twitter for Android,@jojoe_hc che guevara é argentino automaticamente amo a argentina,replied_to
Victor - Leste Inferior 🏴🏳,1445036695850782727,False,LesteInferior,,2022-11-21 18:56:45+00:00,False,es,1594766786276511744,['1594766786276511744'],Twitter for Android,Y @giraltpablo vas a narrar el partido de Argentina mañana? Tengo @DIRECTVChile para escucharte junto a @Alex_candal en @DTVTotal,
catalina 🇦🇷,1247721538692034560,False,iDIXLIVIA,,2022-11-21 18:56:45+00:00,False,en,1594766784800124928,['1594766784800124928'],Twitter for iPhone,Vamos argentina ⚽️ Match day https://t.co/4IQlu6Yd5v,
Frun 'p,1437215192346243074,False,FranPeritano,,2022-11-21 18:56:42+00:00,False,es,1594766774062358529,['1594766774062358529'],Twitter for Android,la pesadilla q se va a volver está aplicación cuando argentina juegue contra México con todos los simios q te quieren enseñar de fútbol y de descansar gente,
Amy/May🇦🇷🏐🇨🇴lvs KUROO y BOKUTO,1496216613334384641,False,may_matt7,she/her 14,2022-11-21 18:56:42+00:00,False,it,1594766771109695517,['1594766771109695517'],Twitter for iPhone,"@fianonimous Tifi contro l’Argentina, meraviglioso",replied_to
Pipo !!!,766278321554464768,False,RafaelArturoMu2,"Campo Grande, Brazil",2022-11-21 18:56:41+00:00,False,pt,1594766768807251968,['1594766768807251968'],Twitter Web App,"@brunoformiga pra ver argentina? nunca, vai estudar.",replied_to
raulgutgue,1281431744785391622,False,raulgutgue3,,2022-11-21 18:56:41+00:00,False,es,1594766766034460675,['1594766766034460675'],Twitter for Android,REALMENTE NINGUNA HINCHADA ES.COMO LA ARGENTINA,
Luch0,158813583,False,Locog4m3,,2022-11-21 18:56:40+00:00,False,es,1594766764180705295,['1594766764180705295'],Twitter Web App,"@1996Javi Mierda boludo porque no lo dejan al pibe en paz y que suba lo que se le da la gana, si quiere subir una bandera Brasil Argentina o Arabia Saudita que la suba que les calienta a ustedes que deben estar en su casa juando al Fifa mientras comentan, manda de pelotudos",replied_to
El Moretti,889819839006732288,False,Raymo_Joe32,"Kampala, Uganda",2022-11-21 18:56:39+00:00,False,es,1594766757885251584,['1594766757885251584'],Twitter for Android,Estoy viendo si mañana me dejan llegar tarde para ver el partido de Argentina,
Bruno.,342349726,False,brunojulian2,,2022-11-21 18:56:38+00:00,False,es,1594766754336718850,['1594766754336718850'],Twitter for Android,"@LuisMez25611639 @Wilder_TnT @aspauzarazuri @alver37 Lo que sucede en el Perú es una boludez. En Brasil y Argentina,se están jugando El neonazismo en ambos países, están luchando por instaurar un sistema neoliberal mucho más profundo que el que ya vimos hasta hoy. Y el sistema corporativo bancario internacional no quiere recibir...",replied_to
Beat Digital,767970221583925248,False,beatdigitalok,"Rosario, Argentina",2022-11-21 18:56:36+00:00,False,es,1594766749051850756,['1594766749051850756'],Twitter for Android,"@Richirayados @MartinoliCuri Nada que ver, Brasil, Argentina no son primer mundo y tienen selecciones top.",replied_to
farpa encravada,1273042030734848001,False,vibciuus,mercado da barganha ,2022-11-21 18:56:36+00:00,False,es,1594766745104957449,['1594766745104957449'],Twitter Web App,"Pensar que Argentina puede tener lo mismo que tiene Qatar y capaz que aun mas, pero tenemos políticos de mierda.",
Un_Peroncho_Trucho 🇦🇷,1491237625117741059,False,Bendy_O5,Www.queteimporta.com,2022-11-21 18:56:35+00:00,False,en,1594766741665898496,['1594766741665898496'],Twitter for Android,@alexlfc21 The team you're comparing to Maribor conceded a solitary goal against Messi's Argentina,replied_to
CEO en Boludos S.A.,913266130231406593,False,JuanBuscapina,,2022-11-21 18:56:34+00:00,False,es,1594766737844670467,['1594766737844670467'],Twitter for Android,"@FallenZenin_ @SweetKimsoo @Patata_turtle @tendenciasposta Francia no es papá de Argentina, mira el historial, lo tenes ahí en las fotos",replied_to
Raju Mahato,1591127158516219909,False,RajuMah30066987,,2022-11-21 18:56:33+00:00,False,es,1594766733772046336,['1594766733772046336'],WordPress.com,Argentina iniciará ante Arabia Saudita su ilusión en el Mundial de Qatar https://t.co/LJoSCnFmnj,
Marce 🙋‍♀️ Robadora compulsiva de memes.🤪,40226983,False,_Marce_M,Patagonia  Argentina ,2022-11-21 18:56:33+00:00,False,pt,1594766733180809216,['1594766733180809216'],Twitter Web App,o brasileiro que torce pra argentina eh mt burro msm pqp,
Loren🇺🇲🇮🇱 MAGA/ NO DM Pls.,1200554067254272000,False,lorenroth3,"""Mi reino no es de este mundo""",2022-11-21 18:56:32+00:00,False,es,1594766731687387136,['1594766731687387136'],Twitter Web App,"@gonipagg Ahora solo falta LA CHORRA
Ella sola Y TODOS SUS AMIGUITOS CHORROS
Solo ellos y pronto LA ARGENTINA VA A VOLVER A LA DEMOCRACIA VERDADERA",replied_to
"Diego ""DJV"" Villarroel",1416018830,False,DiegoJVilla,Bahía Blanca,2022-11-21 18:56:32+00:00,False,es,1594766730928263168,['1594766730928263168'],Twitter Web App,"asiq nada, estoy amargado de la vida, todo mal con todo y todos, por suerte juega argentina mañana",
candee anaya,1588334469701836800,False,camilaa43064903,,2022-11-21 18:56:32+00:00,False,es,1594766730848796672,['1594766730848796672'],Twitter for Android,Argentina https://t.co/0XuqjE0wjy,quoted
Gustavo,124461386,False,vitocuervo,,2022-11-21 18:56:30+00:00,False,es,1594766722531311617,['1594766722531311617'],Twitter for Android,"@AlfredoDarrigo @LaBandaPindonga @PatoBullrich Hasta que Cristina no vaya presa, en Argentina todo es cualquier cosa. @CorteSupremaAR",replied_to
Turcoman 2030,19978332,False,turcoman15,"Buenos Aires,Argentina",2022-11-21 18:56:30+00:00,False,es,1594766721512050693,['1594766721512050693'],Twitter Web App,"Lo malo esta pasando, lo peor esta por venir⬇️
https://t.co/jcu9Zm35KY",
Pako,4797969076,False,_freudian,"Gaborone,Botswana",2022-11-21 18:56:30+00:00,False,es,1594766720895520768,['1594766720895520768'],Twitter Web App,"Argentina tiene que ganar destilando fulbo, ganar gustar y golear toda la fase de grupos, sino es justo decir que nos vamos a quedar afuera en 4tos.",
Ariel Herrera,224296570,False,herrerariel,,2022-11-21 18:56:29+00:00,False,es,1594766719570087945,['1594766719570087945'],Twitter for Android,"Como puedo estudiar, si mañana juega la argentina 0 concentracion",
Afm Liberate Tutemet,75737507,False,buffalo02afm,,2022-11-21 18:56:29+00:00,False,es,1594766715841236992,['1594766715841236992'],Twitter for Android,@Cafe198 @VarskySports Sabes porque van? Porque Argentina está en el mundial,replied_to
el viajero,238725906,False,artemiso99,,2022-11-21 18:56:28+00:00,False,es,1594766713115258880,['1594766713115258880'],Tweepsmap,"Tengo 21 nuevos seguidores, desde Argentina 🇦🇷, y más durante la última semana https://t.co/5UARIZoxdQ https://t.co/rRCdZCxuXT",
Miri ⁵⁷,2321144918,False,mirizgs,Monterrey,2022-11-21 18:56:27+00:00,False,in,1594766711357640716,['1594766711357640716'],Twitter for iPhone,kana tsoga ke lebile argentina ko spaneng 💀,
Ivanhoe Sanchez,983906549255962624,False,IvanhoeSanchez8,"Hacienda Viaducto, Tijuana",2022-11-21 18:56:26+00:00,False,es,1594766706458886144,['1594766706458886144'],Twitter for Android,"@Luis_Delia @edufeiok_ Gordo inútil, se murió la peor persona y más maldad de toda la Argentina para vos y tus ídolos es la mejor, pero a mi jamás me represento en nada...",replied_to
Alex Puma Glazbenik,2983616422,False,SaxALex2011,Città del Messico,2022-11-21 19:00:19+00:00,False,es,1594767682104164352,['1594767682104164352'],Twitter for Android,"@KatiiaMunguia @miseleccionmx Que aplique la faltita, ni pex 🤷🏻‍♂️",replied_to
rup fexx,1590198338237988865,False,RupFexxx,,2022-11-21 19:00:15+00:00,False,es,1594767666266271744,['1594767666266271744'],Twitter Web App,"@miseleccionmx @Raul_Jimenez9 @yosoy8a Pues una cosa son las ganas y otra que pueda ayudar, saquen se alv",replied_to
israel velasco,113744549,False,jackrais,"Corregidora, Querétaro Arteaga",2022-11-21 19:00:13+00:00,False,es,1594767658804813833,['1594767658804813833'],Twitter for Android,Yo tratando de no llorar con este video https://t.co/QaC1uBrrdD https://t.co/cLd4reKDC3,quoted
DavidLS,2575928597,False,DavidLOMS,México,2022-11-21 19:00:12+00:00,False,es,1594767654383980552,['1594767654383980552'],Twitter for Android,@record_mexico @m_ebrard @miseleccionmx @JaffetRamos Éxito,replied_to
Exa El Paso FM 98.3,309250366,False,ExaElPaso,El Paso Tx,2022-11-21 19:00:10+00:00,False,es,1594767642979606533,['1594767642979606533'],Twitter Web App,"@edutorresr Otra triste diferencia: Holanda deja de ir un mundial, hace un buen papel al siguiente, rasguña la final otro mundial más tarde
Y México...atascado en los octavos de final, y nada cambiará porque @miseleccionmx y su liga principal y federación, les importa (muchísimo) más el $$",replied_to
Exa León 104.1 FM,104885273,True,ExaFmLeon,"León, Guanajuato",2022-11-21 19:00:09+00:00,False,es,1594767639431286803,['1594767639431286803'],Twitter for Android,"@miseleccionmx Apooocoooooo jajajajajajajaaj y con Arabia saudita otros?

Jajajajaajjaajajajaj",replied_to
Exa Mexicali 91.5 FM,92190286,False,examexicali,"Mexicali, Baja California.",2022-11-21 19:00:04+00:00,False,es,1594767621458694147,['1594767621458694147'],Twitter for iPhone,@miseleccionmx Venga!!!!! Vamosssss,replied_to
Exa Acapulco 99.3 FM,143155920,False,ExaAcapulco,ACAPULCO,2022-11-21 19:00:03+00:00,False,qam,1594767614026387469,['1594767614026387469'],Twitter for Android,@Warzone_Loadout @miseleccionmx,replied_to
Exa Puebla 94.1 FM,1042073632879640576,False,exafmpuebla941,"Puebla, México",2022-11-21 19:00:02+00:00,False,es,1594767610985517060,['1594767610985517060'],TweetDeck Web App,"Amigos ¿Quieren saber las locuras que hicimos para despedir a nuestra selección rumbo a Qatar junto a nuestros amigos de AT&amp;T? ¡Que nada nos detenga! 
@ATTMx, la red oficial de #MiSelecciónMX.
https://t.co/WTPcdR99bu https://t.co/tPtFenMlv5",
Exa Veracruz 93.3 FM,111606656,False,ExaVeracruz,Veracruz,2022-11-21 19:00:02+00:00,False,es,1594767609655803904,['1594767609655803904'],TweetDeck Web App,"Amigos ¿Quieren saber las locuras que hicimos para despedir a nuestra selección rumbo a Qatar junto a nuestros amigos de AT&amp;T? ¡Que nada nos detenga! 
@ATTMx, la red oficial de #MiSelecciónMX.
https://t.co/eZ3AKUnoqi https://t.co/BpeD8YTzre",
Exa Ensenada 104.1 FM,3236291870,False,exafm_1041,,2022-11-21 19:00:02+00:00,False,es,1594767609311989767,['1594767609311989767'],TweetDeck Web App,"Amigos ¿Quieren saber las locuras que hicimos para despedir a nuestra selección rumbo a Qatar junto a nuestros amigos de AT&amp;T? ¡Que nada nos detenga! 
@ATTMx, la red oficial de #MiSelecciónMX.
https://t.co/58oCKcAyRg https://t.co/o3gag6UfJD",
Exa Tampico 95.3 FM,114796525,False,exafm_tampico,"Tampico, Tamaulipas",2022-11-21 19:00:02+00:00,False,es,1594767609215520785,['1594767609215520785'],TweetDeck Web App,"Amigos ¿Quieren saber las locuras que hicimos para despedir a nuestra selección rumbo a Qatar junto a nuestros amigos de AT&amp;T? ¡Que nada nos detenga! 
@ATTMx, la red oficial de #MiSelecciónMX.
https://t.co/5IXXJkxZpk https://t.co/Ke6q13rv91",
Exa Nogales 102.7 FM,222676243,False,ExaFMNogales,"Nogales, Sonora.",2022-11-21 19:00:02+00:00,True,es,1594767609165070337,['1594767609165070337'],TweetDeck Web App,"Amigos ¿Quieren saber las locuras que hicimos para despedir a nuestra selección rumbo a Qatar junto a nuestros amigos de AT&amp;T? ¡Que nada nos detenga! 
@ATTMx, la red oficial de #MiSelecciónMX.
https://t.co/XxBDcIst3k https://t.co/LqO0oymSTz",
Exa Cuernavaca 95.7 FM,425965764,False,ExaCuernavaca,En Todas Partes.,2022-11-21 19:00:01+00:00,False,es,1594767608552820741,['1594767608552820741'],TweetDeck Web App,"Amigos ¿Quieren saber las locuras que hicimos para despedir a nuestra selección rumbo a Qatar junto a nuestros amigos de AT&amp;T? ¡Que nada nos detenga! 
@ATTMx, la red oficial de #MiSelecciónMX.
https://t.co/51R3lpYkZh https://t.co/Onee6sVR5B",
Exa Monterrey 97.3 FM,961987892594712578,False,exafm973,"Monterrey, Nuevo León",2022-11-21 19:00:01+00:00,False,es,1594767608489734145,['1594767608489734145'],TweetDeck Web App,"Amigos ¿Quieren saber las locuras que hicimos para despedir a nuestra selección rumbo a Qatar junto a nuestros amigos de AT&amp;T? ¡Que nada nos detenga! 
@ATTMx, la red oficial de #MiSelecciónMX.
https://t.co/bVnAzhY0ox https://t.co/c9Rxm910HN",
Exa Guadalajara 101.1,1376585098439589894,False,ExaGuadalajara,"Zapopan, Jalisco",2022-11-21 19:00:01+00:00,False,es,1594767608359723008,['1594767608359723008'],TweetDeck Web App,"Amigos ¿Quieren saber las locuras que hicimos para despedir a nuestra selección rumbo a Qatar junto a nuestros amigos de AT&amp;T? ¡Que nada nos detenga! 
@ATTMx, la red oficial de #MiSelecciónMX.
https://t.co/kDVfYxelNR https://t.co/26sLfNbR9i",
Exa FM,119084981,True,ExaFM,México,2022-11-21 19:00:01+00:00,False,es,1594767607785091073,['1594767607785091073'],TweetDeck Web App,"Amigos ¿Quieren saber las locuras que hicimos para despedir a nuestra selección rumbo a Qatar junto a nuestros amigos de AT&amp;T? ¡Que nada nos detenga! 
@ATTMx, la red oficial de #MiSelecciónMX.
https://t.co/jPj2OWJrW4 https://t.co/cVUt1BYaUC",
