verified,location,username,name,user_id,text,created_at,source,tweet_id,lang,possibly_sensitive,edit_history_tweet_ids,type,withheld.copyright,withheld.country_codes
False,,Levildm,levi,1295694752789270528,Torcendo para todos os americanos menos pros USA e Argentina,2022-11-21 19:10:37+00:00,Twitter for Android,1594770273592807424,pt,False,['1594770273592807424'],,,
False,"Barcelona, España",mmarionaaaa,marionamessi,1267464253981761537,-1 día para debut mundialista de meeeeessssssiiiii vamo vamo argentina vamo vamo a ganaaaar,2022-11-21 19:10:36+00:00,Twitter for iPhone,1594770268412837888,es,False,['1594770268412837888'],,,
False,,waltim123,"Allora, walter !",442934907,"Quando eu dava aula pros indianos no intercâmbio eles me mostraram vaaarios vídeos mostrando que lá torcem Brasil ou Argentina e é caso de briga mesmo, você tem que escolher um e ir “pra guerra” https://t.co/1snLfl8wSy",2022-11-21 19:10:35+00:00,Twitter for iPhone,1594770267955662848,pt,False,['1594770267955662848'],quoted,,
False,"Merliot,ES🇸🇻",michell_molinaa,Michexxnea,1263896459520458756,"Si creen que madrugaré para ver a Argentina, pues si.",2022-11-21 19:10:34+00:00,Twitter for iPhone,1594770261110362113,es,False,['1594770261110362113'],,,
False,Argentina,florsis_tr,Flor Trentini,155336910,Lo que venía pagando por #youtubepremium hace meses y de $300 pasó a $1200 que barbaridad 💸✌🏾 #YouTube #Argentina https://t.co/v9b3tHvUNG,2022-11-21 19:10:34+00:00,Twitter for Android,1594770260183244800,es,False,['1594770260183244800'],,,
False,"Paranaguá, Paraná",EmanuelMirandaa,Adonis,325260465,"@meduardosantos1 @KazBfr @BrahmaCerveja @TNTSportsBR @richarlison97 O cara torce pro botafogo e argentina, precisa nem argumentar com esse cara",2022-11-21 19:10:33+00:00,Twitter for Android,1594770257549619200,pt,False,['1594770257549619200'],replied_to,,
False,En algún lugar de un gran país,m3r1in4,Melissa Knight,61124741,"Soy la única que prefiere que Argentina (más bien Messi) no gane el mundial? Nada contra el país, pero un sector de su fandom y un gran bonche de los medios van a a estar mame y mame por los siglos de los siglos con eso si se da. Como si el mundo fuera a cambiar por eso.",2022-11-21 19:10:32+00:00,Twitter for Android,1594770255355777036,es,False,['1594770255355777036'],,,
False,bordeaux,LorgnierLionel,Lionel LORGNIER,1557430273612070913,@FreeLigue1 argentina,2022-11-21 19:10:32+00:00,Twitter Web App,1594770253761896450,es,False,['1594770253761896450'],replied_to,,
False,"Puerto Ordaz , Venezuela.",HugodeJesus_,Hugo de Jesús,164611564,"@Josemanu_Rivera Y tiene razón, los choques de octavos y cuartos son especiales. Todos todos!!! 

Ponte a ver Inglaterra vs Argentina 98.",2022-11-21 19:10:32+00:00,Twitter for Android,1594770253036199936,es,False,['1594770253036199936'],replied_to,,
False,"Mar de Ajó, Argentina",jaz_peralta10,𝐽𝑎𝑧,1861937810,"Todo lo que me aparece sobre Argentina,  estoy re manija y orgullosa de la pasión que llevamos",2022-11-21 19:10:31+00:00,Twitter for Android,1594770248879718402,es,False,['1594770248879718402'],,,
False,"Recife, Brasil",brokerleandro,Leandro Santos 🔺,1519522536240951296,"@paulomathias Vitoriosa escolhida. Argentina 🇦🇷 em uma final contrato Portugal 🇵🇹. Tem dúvidas? Pesquise sobre o dono do PSG, Al-Khelaifi. 🤡",2022-11-21 19:10:31+00:00,Twitter for iPhone,1594770248108232704,pt,False,['1594770248108232704'],replied_to,,
False,,NuevamenteFiel,Nuevamente Fiel,1438609371638943744,"@AraCriBib No se sabe si se presenta, pero tiene todas las posibilidades de ganar, se fue en andas y se lo quiere! 
Igual yo le diría que viva su vida feliz y que no agarre este infierno de traiciones y ventajitas que es Argentina...
Pato Bullrich está mejor posicionada que Larreta. https://t.co/yFDPyB0S2D",2022-11-21 19:10:30+00:00,Twitter for Android,1594770247134986240,es,False,['1594770247134986240'],replied_to,,
False,,PsicoForRKL,Raquel,622070938,"@Manu_Vampa En clase de ética y valores, también??? Es la que coincide con el partido de Argentina mañana 🤣🤣🤣",2022-11-21 19:10:30+00:00,Twitter for Android,1594770245902032896,es,False,['1594770245902032896'],replied_to,,
False,Arequipa,MiloJove,Milo Jove,175111990,@NelsonAguilarl1 @Conavil_ECM Ningún «toda la Argentina». Se mvrió una hja de pvta solamente,2022-11-21 19:10:30+00:00,Twitter for iPhone,1594770243351871488,es,False,['1594770243351871488'],replied_to,,
False,"Villa del Parque, Buenos Aires",femmesbelleza,Femmes Centro de Belleza en Villa del Parque,1528770473554759682,"Acaba de publicar una foto en Villa Del Parque, Buenos Aires, Argentina https://t.co/3vsICn2cRE",2022-11-21 19:10:29+00:00,Instagram,1594770241263140864,es,False,['1594770241263140864'],,,
False,"Buenos Aires, Argentina",TeleCentArg,TeleCentro,1593729814703362053,"@Chelito91218 Hola Buenas tardes,Contáctanos por esté medio para ayudarte con tu inconveniente Déjanos tú número de teléfono para que un Ejecutivo de cuenta se comunique con usted TeleCentro Argentina.",2022-11-21 19:10:29+00:00,Twitter for Android,1594770240264888321,es,False,['1594770240264888321'],,,
False,,shotoglow,nanadine,1489017300120440832,"menos os hermanitos da argentina, um forte abraço https://t.co/dNwdbNBmg6",2022-11-21 19:10:28+00:00,Twitter for Android,1594770238230388736,pt,False,['1594770238230388736'],quoted,,
False,,Dontjusttalk1,Cimk,1541379142649782275,"@UnitedMissy 😂😂it's true though there are bigger boys, the likes of Argentina and germany",2022-11-21 19:10:23+00:00,Twitter for Android,1594770216436830208,en,False,['1594770216436830208'],replied_to,,
False,La Plata ,editor_platense,El Editor Platense,973279006102622209,"Sorpresa total: Mirtha Legrand llegó a Qatar de una manera muy particular
#argentina-2 #mirthalegrand #qatar2022
https://t.co/bQEBIZiTBJ",2022-11-21 19:10:22+00:00,editorPlatense,1594770211097321472,es,False,['1594770211097321472'],,,
False,,yerimtym,jul | YERI GO SOLO !!!!,1506097522858733575,"Please help support Argentina, add a #Twibbon now! https://t.co/PibfLLv7Lk",2022-11-21 19:10:22+00:00,Twibbon,1594770210640121856,en,True,['1594770210640121856'],,,
False,Argentina,mariocarman,Mario Carman,4901591,@AgenciaANSA Se aprovechan de un festejo ganando frente a una nación orgullosa pero cero fútbol. Ya vamos a ver si bailan igual frente a Argentina... diarrea les agarrará.,2022-11-21 19:10:22+00:00,Twitter for Android,1594770210141401088,es,False,['1594770210141401088'],replied_to,,
True,"London, England",ARGinUK,Argentina in UK,728548997401612288,"Hebe de Bonafini (4 December 1928 – 20 November 2022). 
Con pesar, la República Argentina despide a esta Madre de Plaza de Mayo, símbolo de la lucha por los derechos humanos. https://t.co/vN0ZU6nhio",2022-11-21 19:10:21+00:00,Twitter for iPhone,1594770208178466816,es,False,['1594770208178466816'],replied_to,,
False,Location Unknown,guebukanbucinn,Pria Punya Selera,1247797526784176134,@BolaBolaAja Argentina 3 vs 0 Arab Saudi #KuisBolaPildun,2022-11-21 19:10:21+00:00,Twitter for Android,1594770205783502848,lt,False,['1594770205783502848'],replied_to,,
False,México,SoyRodrigoRM,Rodrigo,1350511524490608640,Más que puesto para intentar despertar mañana y ver el partido de Argentina a las 4:00am. 🫡,2022-11-21 19:10:20+00:00,Twitter for iPhone,1594770203237310465,es,False,['1594770203237310465'],,,
False,,bouanoiteuwu,noite,1247015839108382726,@bilupilled nos no jogo da argentina contra arabia saudita,2022-11-21 19:10:19+00:00,Twitter for Android,1594770200775254018,pt,False,['1594770200775254018'],replied_to,,
False,"Buenos Aires, Argentina",TeleCentArg,TeleCentro,1593729814703362053,"@belugaoruga Hola Buenas tardes,Contáctanos por esté medio para ayudarte con tu inconveniente Déjanos tú número de teléfono para que un Ejecutivo de cuenta se comunique con usted TeleCentro Argentina.",2022-11-21 19:10:19+00:00,Twitter for Android,1594770199382736896,es,False,['1594770199382736896'],replied_to,,
False,,wansteadwolf,Wansteadwolf,1518287422722826241,"@Phil_Hough Along with Brazil,Argentina,France and Germany",2022-11-21 19:10:19+00:00,Twitter for Android,1594770198959165447,en,False,['1594770198959165447'],replied_to,,
False,,Flanordeste78,Flanordeste,1478825799096614923,@KazBfr @futebol_info @thirfernandes @TVBandMinas Ótimo! Com a cambada de espírito de porco torcendo pra Argentina é HEXA na certa!!!,2022-11-21 19:10:19+00:00,Twitter Web App,1594770198636204040,pt,False,['1594770198636204040'],replied_to,,
False,"New Delhi, India",ahmad_feraj,"Feraj Ahmad , فراز احمد",2974924285,"@MobilyPay 3:0 for Argentina, and good luck to Al-Akhdar, he presents a beautiful match",2022-11-21 19:10:17+00:00,Twitter for Android,1594770192663707649,en,False,['1594770192663707649'],replied_to,,
False,"Lima, Perú",LR_Deportes,Deportes La República,1478128253655203852,"⚽ 🇶🇦 🏆 ¿A qué hora juega Argentina 🇦🇷 vs. Arabia Saudita 🇸🇦 por el grupo C del Mundial #Qatar2022?

Ambas selecciones se enfrentarán este martes 22 de noviembre por la primera fecha de la fase de grupos de la Copa del Mundo.
https://t.co/Jd76IUpEU1",2022-11-21 19:10:17+00:00,Twitter Web App,1594770191153565709,es,False,['1594770191153565709'],,,
False,,overtime_amm,Thales Overtime AMM bot,1547957461809737728,"New Overtime AMM position bought
Argentina - Saudi Arabia
Amount: 15.69
Paid: 13.596 sUSD
Position: Argentina
Potential profit: 2 sUSD (15%)",2022-11-21 19:10:16+00:00,overtime-thales,1594770187504558080,en,False,['1594770187504558080'],,,
False,"Los Angeles, CA",dailyadviser,woman raised by a group of fox terriers 💎 PARODY?,28517335,@heykarlin and it makes me feel guilty to watch argentina's match tomorrow,2022-11-21 19:10:16+00:00,Twitter Web App,1594770187265318912,en,False,['1594770187265318912'],replied_to,,
False,"Recife, Brasil",heitoralcantar,O último romântico,2180476459,@claudia_nilene Acho q a Argentina goleia a Arábia amanhã e o Brasil empata/ganha no sufoco da Sérvia,2022-11-21 19:10:15+00:00,Twitter for Android,1594770182257664000,pt,False,['1594770182257664000'],replied_to,,
False,Africa,AfroMusic6,Afro Music,1204812365675606016,Messi Seeks History With Argentina https://t.co/uDdM03TUnZ,2022-11-21 19:10:15+00:00,WordPress.com,1594770180231794688,en,False,['1594770180231794688'],,,
False,Ciudad de México,bolichecapu,Miguel Angel García,3277684699,"@PabloHiriart Tenga para que aprenda. El Don recibe sus baños de realidad, pero con agua helada. No lo apoyaron ni Argentina ni Brasil, sus meros cuates chimoleros. 😂😂😂",2022-11-21 19:10:14+00:00,Twitter for Android,1594770177341927425,es,False,['1594770177341927425'],replied_to,,
False,,MindOfElvis,El,4042437977,If you thought my ass was going to wake up at 5am to watch the Argentina game you goddam right. VAMOS ARGENTINA!,2022-11-21 19:10:13+00:00,Twitter for iPhone,1594770174896443412,en,False,['1594770174896443412'],,,
False,de carona na carreta furacão,MilaSuaLouca,milanesa🧸,4855662034,"Ordem de quais time torcer nessa copa

Brasil
África
Ásia 
América central (exceto EUA)
América do Sul (Exceto Argentina)
Oceania
Europa
EUA
Colapso no estádio
Argentina
Não esquece a Argentina",2022-11-21 19:10:13+00:00,Twitter for Android,1594770171859705856,pt,False,['1594770171859705856'],,,
False,MKATILI ♎,Dr_masawe,The Bible ,1268648928,Messi Seeks History With Argentina https://t.co/lgp9VSa6HW,2022-11-21 19:10:12+00:00,WordPress.com,1594770170949603344,en,False,['1594770170949603344'],,,
False,"Franca, Brasil",AngelOfDN1ght,Pedroˢᵖᶠᶜ #SinaisDoOutroLado,1200825183877173252,Amanhã é apostar tudinho em odds bem altas na argentina,2022-11-21 19:10:12+00:00,Twitter for Android,1594770170802802706,pt,False,['1594770170802802706'],,,
False,,Trillossss,Juan Pablo,1220730477524475906,Quien pa llegarle a las 5 de la mañana a ver el partido de Argentina 🙊,2022-11-21 19:10:11+00:00,Twitter for Android,1594770165945737217,es,False,['1594770165945737217'],,,
False,crf,jgomesgf,𝐥𝐮𝐢𝐬𝟒.ᶜʳᶠ🇧🇷,1580955312898580480,@brunoformiga pra ver argentina? não,2022-11-21 19:10:11+00:00,Twitter for iPhone,1594770165576736779,pt,False,['1594770165576736779'],replied_to,,
False,Buenos Aires,radiodogo,Radio DoGo,273998517,La deuda argentina en dólares subió 12% en noviembre: cuáles son los 4 factores que impulsaron los precios https://t.co/xgnjTCj8fp,2022-11-21 19:10:10+00:00,WordPress.com,1594770162343104512,es,False,['1594770162343104512'],,,
False,Everywhere,Muhabarishaji,Muhabarishaji News,949434683028398080,Messi Seeks History With Argentina https://t.co/WctFWpUr6b,2022-11-21 19:10:10+00:00,WordPress.com,1594770160933486592,en,False,['1594770160933486592'],,,
False,Monterrey,MorenaVictor94,Morena Victor,2496805370,"@belugaoruga Hola Buenas tardes,Contáctanos por esté medio para ayudarte con tu inconveniente Déjanos tú número de teléfono para que un Ejecutivo de cuenta se comunique con usted TeleCentro Argentina.",2022-11-21 19:10:09+00:00,Twitter for Android,1594770158501105664,es,False,['1594770158501105664'],,,
False,"Guadalajara, Jalisco",GERARDOMANZANOR,GERARDO MANZANO,575373587,"@IChamberlain_ @RobTebbutt @BehindTheGloves @frescobox @EquilibriumLDN @FastlineSteel @BjornBorgUK @OdinRec @SporttBible @carterandhaines Messi Forever

The last World Cup for the goat!!
I aped blind this, 6k mcap  NFTs incoming,more marketing schedueld.

https://t.co/OlzwvfCLnP

https://t.co/4i9Ou1uYWL

#100xgem #LionelMessi #messiforever #football #fifaworldcup2022 #Argentina 
#Messi",2022-11-21 19:10:09+00:00,Twitter for Android,1594770158068715521,en,False,['1594770158068715521'],replied_to,,
False,cr7~sr4,kaptandiola,sergio,1390080788826308609,@MarinaL51100094 @EnMexicoMagico Lamentablemente ya no se ve aquí en Argentina por un tema de derechos de autor que no se pudo resolver con Televisa y con la familia de Chespirito....,2022-11-21 19:10:07+00:00,Twitter for Android,1594770148338110480,es,False,['1594770148338110480'],replied_to,,
False,"Buenos Aires, Argentina.",KylooREY,Qeb🇦🇷,3064050490,"@aguerosergiokun If Argentina is beautiful, you are the ONLY reason.🤟 https://t.co/pFOEoTAn8r",2022-11-21 19:10:07+00:00,Twitter Web App,1594770148082196481,en,False,['1594770148082196481'],replied_to,,
False,,ViviananoemiCo3,Viviana noemi Correa,1594769671122722816,"@DostourianJorge @Leaanssj1 @AtaqueFutbolero Okey tiene 4 estrellas, pero 2 copas del mundo. Muy simple. Copa del mundo es otra cosa, otro formato. En las olimpiadas no invitaban sudamericanos, Uruguay fue el primero, fue y ganó. Desp al otro año invitaron a uruguay + argentina y llegaron a la final ambos, europa era malo.",2022-11-21 19:10:06+00:00,Twitter Web App,1594770142638051339,es,False,['1594770142638051339'],replied_to,,
False,mllc,iTsJoseBL,BL 🦁,2289916895,Vamos argentina,2022-11-21 19:10:05+00:00,Twitter for Android,1594770140834447360,es,False,['1594770140834447360'],,,
False,"Rosario, Argentina",NOBsabbat,TOKIO 🎸🇦🇷,1295043616742805506,Mañana empiezan a hacerse realidad los memes de ver partidos de fútbol en clase. Argentina juega a las 11:00 😯,2022-11-21 19:10:05+00:00,Twitter Web App,1594770140343803907,es,False,['1594770140343803907'],,,
False,"Almaraz, Cáceres",Juez_Jurado,Juez y Jurado,342756613,"GRUPO COREANO 🇰🇷 más popular actualmente en spotify en todos los países y GLOBAL. 

1- #BTS 

#1 GLOBAL +2
#1 EE.UU +12
#1 United Kingdom +34
#1 Japán
#1 South Korea 
#1 Thailand +2

#1 Argentina +36
#1 Australia +18
#1 Austria +38
#1 Belarus +16
#1 Brazil +41
#1 Belgium +43",2022-11-21 19:10:05+00:00,Twitter for Android,1594770138859020288,es,False,['1594770138859020288'],,,
False,,BrianBrandan2,Brian Brandan,1592440860460843008,"""🎯 Operación Asado, la macabra forma de ocultar las atrocidades de la dictadura argentina... https://t.co/qzoMmDPrby""",2022-11-21 19:10:03+00:00,Twitter Web App,1594770133456719878,es,False,['1594770133456719878'],,,
False,Location Unknown,guebukanbucinn,Pria Punya Selera,1247797526784176134,"VAMOS ARGENTINA LPM 
🇦🇷🇦🇷 https://t.co/lXC56sJzDU",2022-11-21 19:10:01+00:00,Twitter for Android,1594770124950671361,es,False,['1594770124950671361'],,,
False,México,SoyRodrigoRM,Rodrigo,1350511524490608640,"@c_arolina__ Hola Buenas tardes,Contáctanos por esté medio para ayudarte con tu inconveniente Déjanos tú número de teléfono para que un Ejecutivo de cuenta se comunique con usted TeleCentro Argentina.",2022-11-21 19:10:01+00:00,Twitter for Android,1594770122912149505,es,False,['1594770122912149505'],replied_to,,
False,,bouanoiteuwu,noite,1247015839108382726,@BolaBolaAja Argentina 3 vs 0 Arab Saudi #KuisBolaPildun,2022-11-21 19:10:21+00:00,Twitter for Android,1594770205783502848,lt,False,['1594770205783502848'],replied_to,,
False,"Buenos Aires, Argentina",TeleCentArg,TeleCentro,1593729814703362053,Más que puesto para intentar despertar mañana y ver el partido de Argentina a las 4:00am. 🫡,2022-11-21 19:10:20+00:00,Twitter for iPhone,1594770203237310465,es,False,['1594770203237310465'],,,
False,,wansteadwolf,Wansteadwolf,1518287422722826241,@bilupilled nos no jogo da argentina contra arabia saudita,2022-11-21 19:10:19+00:00,Twitter for Android,1594770200775254018,pt,False,['1594770200775254018'],replied_to,,
False,,Flanordeste78,Flanordeste,1478825799096614923,"@belugaoruga Hola Buenas tardes,Contáctanos por esté medio para ayudarte con tu inconveniente Déjanos tú número de teléfono para que un Ejecutivo de cuenta se comunique con usted TeleCentro Argentina.",2022-11-21 19:10:19+00:00,Twitter for Android,1594770199382736896,es,False,['1594770199382736896'],replied_to,,
False,"New Delhi, India",ahmad_feraj,"Feraj Ahmad , فراز احمد",2974924285,"@Phil_Hough Along with Brazil,Argentina,France and Germany",2022-11-21 19:10:19+00:00,Twitter for Android,1594770198959165447,en,False,['1594770198959165447'],replied_to,,
False,"Lima, Perú",LR_Deportes,Deportes La República,1478128253655203852,@KazBfr @futebol_info @thirfernandes @TVBandMinas Ótimo! Com a cambada de espírito de porco torcendo pra Argentina é HEXA na certa!!!,2022-11-21 19:10:19+00:00,Twitter Web App,1594770198636204040,pt,False,['1594770198636204040'],replied_to,,
False,,overtime_amm,Thales Overtime AMM bot,1547957461809737728,"@MobilyPay 3:0 for Argentina, and good luck to Al-Akhdar, he presents a beautiful match",2022-11-21 19:10:17+00:00,Twitter for Android,1594770192663707649,en,False,['1594770192663707649'],replied_to,,
False,"Los Angeles, CA",dailyadviser,woman raised by a group of fox terriers 💎 PARODY?,28517335,"⚽ 🇶🇦 🏆 ¿A qué hora juega Argentina 🇦🇷 vs. Arabia Saudita 🇸🇦 por el grupo C del Mundial #Qatar2022?

Ambas selecciones se enfrentarán este martes 22 de noviembre por la primera fecha de la fase de grupos de la Copa del Mundo.
https://t.co/Jd76IUpEU1",2022-11-21 19:10:17+00:00,Twitter Web App,1594770191153565709,es,False,['1594770191153565709'],,,
False,"Recife, Brasil",heitoralcantar,O último romântico,2180476459,"New Overtime AMM position bought
Argentina - Saudi Arabia
Amount: 15.69
Paid: 13.596 sUSD
Position: Argentina
Potential profit: 2 sUSD (15%)",2022-11-21 19:10:16+00:00,overtime-thales,1594770187504558080,en,False,['1594770187504558080'],,,
False,Africa,AfroMusic6,Afro Music,1204812365675606016,@heykarlin and it makes me feel guilty to watch argentina's match tomorrow,2022-11-21 19:10:16+00:00,Twitter Web App,1594770187265318912,en,False,['1594770187265318912'],replied_to,,
False,Ciudad de México,bolichecapu,Miguel Angel García,3277684699,@claudia_nilene Acho q a Argentina goleia a Arábia amanhã e o Brasil empata/ganha no sufoco da Sérvia,2022-11-21 19:10:15+00:00,Twitter for Android,1594770182257664000,pt,False,['1594770182257664000'],replied_to,,
False,,MindOfElvis,El,4042437977,Messi Seeks History With Argentina https://t.co/uDdM03TUnZ,2022-11-21 19:10:15+00:00,WordPress.com,1594770180231794688,en,False,['1594770180231794688'],,,
False,de carona na carreta furacão,MilaSuaLouca,milanesa🧸,4855662034,"@PabloHiriart Tenga para que aprenda. El Don recibe sus baños de realidad, pero con agua helada. No lo apoyaron ni Argentina ni Brasil, sus meros cuates chimoleros. 😂😂😂",2022-11-21 19:10:14+00:00,Twitter for Android,1594770177341927425,es,False,['1594770177341927425'],replied_to,,
False,MKATILI ♎,Dr_masawe,The Bible ,1268648928,If you thought my ass was going to wake up at 5am to watch the Argentina game you goddam right. VAMOS ARGENTINA!,2022-11-21 19:10:13+00:00,Twitter for iPhone,1594770174896443412,en,False,['1594770174896443412'],,,
False,"Franca, Brasil",AngelOfDN1ght,Pedroˢᵖᶠᶜ #SinaisDoOutroLado,1200825183877173252,"Ordem de quais time torcer nessa copa

Brasil
África
Ásia 
América central (exceto EUA)
América do Sul (Exceto Argentina)
Oceania
Europa
EUA
Colapso no estádio
Argentina
Não esquece a Argentina",2022-11-21 19:10:13+00:00,Twitter for Android,1594770171859705856,pt,False,['1594770171859705856'],,,
False,,Trillossss,Juan Pablo,1220730477524475906,Messi Seeks History With Argentina https://t.co/lgp9VSa6HW,2022-11-21 19:10:12+00:00,WordPress.com,1594770170949603344,en,False,['1594770170949603344'],,,
False,crf,jgomesgf,𝐥𝐮𝐢𝐬𝟒.ᶜʳᶠ🇧🇷,1580955312898580480,Amanhã é apostar tudinho em odds bem altas na argentina,2022-11-21 19:10:12+00:00,Twitter for Android,1594770170802802706,pt,False,['1594770170802802706'],,,
False,Buenos Aires,radiodogo,Radio DoGo,273998517,Quien pa llegarle a las 5 de la mañana a ver el partido de Argentina 🙊,2022-11-21 19:10:11+00:00,Twitter for Android,1594770165945737217,es,False,['1594770165945737217'],,,
False,Everywhere,Muhabarishaji,Muhabarishaji News,949434683028398080,@brunoformiga pra ver argentina? não,2022-11-21 19:10:11+00:00,Twitter for iPhone,1594770165576736779,pt,False,['1594770165576736779'],replied_to,,
False,Monterrey,MorenaVictor94,Morena Victor,2496805370,La deuda argentina en dólares subió 12% en noviembre: cuáles son los 4 factores que impulsaron los precios https://t.co/xgnjTCj8fp,2022-11-21 19:10:10+00:00,WordPress.com,1594770162343104512,es,False,['1594770162343104512'],,,
False,"Guadalajara, Jalisco",GERARDOMANZANOR,GERARDO MANZANO,575373587,Messi Seeks History With Argentina https://t.co/WctFWpUr6b,2022-11-21 19:10:10+00:00,WordPress.com,1594770160933486592,en,False,['1594770160933486592'],,,
False,cr7~sr4,kaptandiola,sergio,1390080788826308609,"@belugaoruga Hola Buenas tardes,Contáctanos por esté medio para ayudarte con tu inconveniente Déjanos tú número de teléfono para que un Ejecutivo de cuenta se comunique con usted TeleCentro Argentina.",2022-11-21 19:10:09+00:00,Twitter for Android,1594770158501105664,es,False,['1594770158501105664'],,,
False,"Buenos Aires, Argentina.",KylooREY,Qeb🇦🇷,3064050490,"@IChamberlain_ @RobTebbutt @BehindTheGloves @frescobox @EquilibriumLDN @FastlineSteel @BjornBorgUK @OdinRec @SporttBible @carterandhaines Messi Forever

The last World Cup for the goat!!
I aped blind this, 6k mcap  NFTs incoming,more marketing schedueld.

https://t.co/OlzwvfCLnP

https://t.co/4i9Ou1uYWL

#100xgem #LionelMessi #messiforever #football #fifaworldcup2022 #Argentina 
#Messi",2022-11-21 19:10:09+00:00,Twitter for Android,1594770158068715521,en,False,['1594770158068715521'],replied_to,,
False,,ViviananoemiCo3,Viviana noemi Correa,1594769671122722816,@MarinaL51100094 @EnMexicoMagico Lamentablemente ya no se ve aquí en Argentina por un tema de derechos de autor que no se pudo resolver con Televisa y con la familia de Chespirito....,2022-11-21 19:10:07+00:00,Twitter for Android,1594770148338110480,es,False,['1594770148338110480'],replied_to,,
False,mllc,iTsJoseBL,BL 🦁,2289916895,"@aguerosergiokun If Argentina is beautiful, you are the ONLY reason.🤟 https://t.co/pFOEoTAn8r",2022-11-21 19:10:07+00:00,Twitter Web App,1594770148082196481,en,False,['1594770148082196481'],replied_to,,
False,"Rosario, Argentina",NOBsabbat,TOKIO 🎸🇦🇷,1295043616742805506,"@DostourianJorge @Leaanssj1 @AtaqueFutbolero Okey tiene 4 estrellas, pero 2 copas del mundo. Muy simple. Copa del mundo es otra cosa, otro formato. En las olimpiadas no invitaban sudamericanos, Uruguay fue el primero, fue y ganó. Desp al otro año invitaron a uruguay + argentina y llegaron a la final ambos, europa era malo.",2022-11-21 19:10:06+00:00,Twitter Web App,1594770142638051339,es,False,['1594770142638051339'],replied_to,,
False,"Almaraz, Cáceres",Juez_Jurado,Juez y Jurado,342756613,Vamos argentina,2022-11-21 19:10:05+00:00,Twitter for Android,1594770140834447360,es,False,['1594770140834447360'],,,
