username,user_id,verified,name,location,lang,tweet_id,source,edit_history_tweet_ids,created_at,text,possibly_sensitive,type,geo.coordinates.type,geo.coordinates.coordinates
Ezequiel22MCI,1059495451538415616,False,Ezequiel 🇦🇷,Argentina,es,1594720161399189509,Twitter for Android,['1594720161399189509'],2022-11-21 15:51:29+00:00,"#SelecciónMayor Tras el entrenamiento de hoy, el futbolista Guido Rodriguez sufrió una lesión muscular y quedará desafectado de la nómina mundialista. En su reemplazo, el CT de @Argentina,  convoca a Enzo Perez. https://t.co/mBQuSPXLPS",False,,,
TiempoDeportiv8,1503481326694850560,False,Tiempo Deportivo,,es,1594702152395796482,Twitter for Android,['1594702152395796482'],2022-11-21 14:39:55+00:00,"#SeleccionMayor 
#ArabiaSaudita

Último entrenamiento de seleccionado Argentino ante del de debut de mañana frente a #ArabiaSaudita los primeros 15 minutos fue a puertas abiertas para la prensa.

📷@Argentina https://t.co/FKhZXU5tpt",False,,,
TiempoDeportiv8,1503481326694850560,False,Tiempo Deportivo,,es,1594662476939153408,Twitter for Android,['1594662476939153408'],2022-11-21 12:02:16+00:00,"#SeleccionMayor 

Hoy hablará en conferencia de prensa el DT @lioscaloni junto a capitán #Messi un día ante del debut en @fifaworldcup_es 

#SeleccionMayor 
#Qatar2022 
#CopaDoMundoFIFA https://t.co/QcnH9E3Uwc",False,,,
MaraClaraCDMX,1505178579008729092,False,Mara Clara,,qme,1594492964646318080,Twitter for iPhone,['1594492964646318080'],2022-11-21 00:48:41+00:00,#QatarWorldCup2022 #SeleccionMayor #SeleccionMexicana #mexicoqatar #MexicoSiPuedes #MexicoManda #mexiconoticias https://t.co/ZnfckiKQhu,False,,,
El_Inspector_70,2352084661,False,Sargento Dodó,Fernando de Noronha ,es,1594469569346797568,Twitter for Android,['1594469569346797568'],2022-11-20 23:15:43+00:00,"@afa @Argentina 
NO LO HAGAN, se ponen al 70% del país en contra.
#SeleccionMayor @Notamendi30 https://t.co/TuQcS7ifoy",False,quoted,,
El_Picapiedras,1069603893636751360,False,@john Goodman,"Pilar, Buenos Aires,",qht,1594453660242542592,Twitter for Android,['1594453660242542592'],2022-11-20 22:12:30+00:00,"#NoALaCintaNegra 

#SeleccionMayor 
#AFA 
#Mundial2022",False,,,
TiempoDeportiv8,1503481326694850560,False,Tiempo Deportivo,,es,1594409654158704640,Twitter for Android,['1594409654158704640'],2022-11-20 19:17:38+00:00,"#SelecciónMayor

Cada vez falta menos para el debut de la Albiceleste a dos días del debut en #Qatar2022 hoy se entreno a puertas cerradas.

#TodosJuntos
#Messi
#Qatar2022
#MundialQatar2022
#FIFAWorldCup
#SeleccionArgentina

📷 @Argentina https://t.co/wf440eEj1C",False,,,
TiempoDeportiv8,1503481326694850560,False,Tiempo Deportivo,,es,1594409654158704640,Twitter for Android,['1594409654158704640'],2022-11-20 19:17:38+00:00,"#SelecciónMayor

Cada vez falta menos para el debut de la Albiceleste a dos días del debut en #Qatar2022 hoy se entreno a puertas cerradas.

#TodosJuntos
#Messi
#Qatar2022
#MundialQatar2022
#FIFAWorldCup
#SeleccionArgentina

📷 @Argentina https://t.co/wf440eEj1C",False,,,
TiempoDeportiv8,1503481326694850560,False,Tiempo Deportivo,,es,1594409654158704640,Twitter for Android,['1594409654158704640'],2022-11-20 19:17:38+00:00,"#SelecciónMayor

Cada vez falta menos para el debut de la Albiceleste a dos días del debut en #Qatar2022 hoy se entreno a puertas cerradas.

#TodosJuntos
#Messi
#Qatar2022
#MundialQatar2022
#FIFAWorldCup
#SeleccionArgentina

📷 @Argentina https://t.co/wf440eEj1C",False,,,
Argentina,2495199115,True,Selección Argentina 🇦🇷,Argentina,es,1594367704928075779,Twitter Web App,['1594367704928075779'],2022-11-20 16:30:57+00:00,"#SelecciónMayor Preparación a dos días de nuestro debut mundialista.

🙌🇦🇷 #TodosJuntos https://t.co/5abdssl8gk",False,,,
Apoyoaltrifeem,925413368646774784,False,Apoyotricolorfemenil 🇲🇽,,es,1594366965082390528,Twitter for Android,['1594366965082390528'],2022-11-20 16:28:01+00:00,#SeleccionMayor De titular la capi @KentiRobles jugando los 90 minutos en la victoria de su equipo @realmadridfem 1-0 @sportinghuelva 📷 @ToqueFem https://t.co/5gtCJN9DSg,False,,,
BancoNacion,2766810024,True,Banco Nación,Argentina,es,1594348419144982535,Twitter Web App,['1594348419144982535'],2022-11-20 15:14:19+00:00,Felices de acompañar a la selección 🇦🇷🫶 Cada argentin@ alienta @Argentina #TodosJuntos #SelecciónMayor #BancoNación https://t.co/q7nSd6uMh2,False,,,
lttv_spain,1557155666183290881,False,LTTV Spain,,en,1594336171370450945,LTTV Spain 2,['1594336171370450945'],2022-11-20 14:25:39+00:00,"Argentina | TOP 2 (español) TWEETS 

 YouTube : https://t.co/80VvfRDKTI 
 Odysee/LBRY Channel : https://t.co/SJBkHfHJuU 
 Twitch : https://t.co/FS5VXZksVH 

#SelecciónMayor",False,,,
TiempoDeportiv8,1503481326694850560,False,Tiempo Deportivo,,es,1594257154831163392,Twitter for Android,['1594257154831163392'],2022-11-20 09:11:40+00:00,"#SeleccionMayor

Ayer los jugadores dirijido por @lioscaloni realizaron otro día más de entrenamiento la novedad más importante que #Messi trabajo separado de sus compañeros por una molestía y este domingo 20 a las
17.00hs entrenamiento a puertas cerradas.

📷@Argentina https://t.co/RnrA9cfoP9",False,,,
Hasbullator,2159508163,False,Not Hasbulla Hushetskiy 💎,"Sicilia, Italia",es,1594211066493382656,Twitter for iPhone,['1594211066493382656'],2022-11-20 06:08:31+00:00,"Me dicen que @Raul_Jimenez9 juega de delantero en @miseleccionmx y yo tenía la idea que jugaba de medio retrasado. ⚽️

#MundialQatar2022 #QatarWorldCup2022 #Qatar #WorldCup2022 #SeleccionMayor #SeleccionMexicana 🇲🇽 https://t.co/0XarZdBurR",False,,,
CAlbicelestes,1412912060967555073,False,Cubanos Albicelestes,,es,1594194339651260417,Twitter for Android,['1594194339651260417'],2022-11-20 05:02:03+00:00,"Todos los seguidores en Cuba de @Argentina pueden disfrutar junto a @CAlbicelestes del mundial #Qatar2022 en el Salón Rojo del Capri organizado por #Hashtageventos . Si deseas apoyar a la #Scaloneta no faltes .

#TodosJuntos 
#SeleccionMayor https://t.co/zkzx6jqaHa",False,,,
CGTNSportsScene,866503271602679811,False,CGTN Sports Scene,"北京, 中华人民共和国",en,1594164593768927232,Twitter for iPhone,['1594164593768927232'],2022-11-20 03:03:51+00:00,"🇦🇷Argentina trained in Doha at the Qatar University Training site 3 on Saturday ahead of their #QatarWorldCup2022 opener vs. Saudi Arabia

💪Lionel Messi, who missed Friday's training, warmed up for a few minutes alone

#Qatar2022 #FIFAWorldCup #SelecciónMayor @ARG_soccernews https://t.co/cTHPRkcAgG https://t.co/YysnJKcLDr",False,,,
Argentina,2495199115,True,Selección Argentina 🇦🇷,Argentina,es,1594367704928075779,Twitter Web App,['1594367704928075779'],2022-11-20 16:30:57+00:00,"#SelecciónMayor Preparación a dos días de nuestro debut mundialista.

🙌🇦🇷 #TodosJuntos https://t.co/5abdssl8gk",False,,,
Apoyoaltrifeem,925413368646774784,False,Apoyotricolorfemenil 🇲🇽,,es,1594366965082390528,Twitter for Android,['1594366965082390528'],2022-11-20 16:28:01+00:00,#SeleccionMayor De titular la capi @KentiRobles jugando los 90 minutos en la victoria de su equipo @realmadridfem 1-0 @sportinghuelva 📷 @ToqueFem https://t.co/5gtCJN9DSg,False,,,
BancoNacion,2766810024,True,Banco Nación,Argentina,es,1594348419144982535,Twitter Web App,['1594348419144982535'],2022-11-20 15:14:19+00:00,Felices de acompañar a la selección 🇦🇷🫶 Cada argentin@ alienta @Argentina #TodosJuntos #SelecciónMayor #BancoNación https://t.co/q7nSd6uMh2,False,,,
lttv_spain,1557155666183290881,False,LTTV Spain,,en,1594336171370450945,LTTV Spain 2,['1594336171370450945'],2022-11-20 14:25:39+00:00,"Argentina | TOP 2 (español) TWEETS 

 YouTube : https://t.co/80VvfRDKTI 
 Odysee/LBRY Channel : https://t.co/SJBkHfHJuU 
 Twitch : https://t.co/FS5VXZksVH 

#SelecciónMayor",False,,,
TiempoDeportiv8,1503481326694850560,False,Tiempo Deportivo,,es,1594257154831163392,Twitter for Android,['1594257154831163392'],2022-11-20 09:11:40+00:00,"#SeleccionMayor

Ayer los jugadores dirijido por @lioscaloni realizaron otro día más de entrenamiento la novedad más importante que #Messi trabajo separado de sus compañeros por una molestía y este domingo 20 a las
17.00hs entrenamiento a puertas cerradas.

📷@Argentina https://t.co/RnrA9cfoP9",False,,,
Hasbullator,2159508163,False,Not Hasbulla Hushetskiy 💎,"Sicilia, Italia",es,1594211066493382656,Twitter for iPhone,['1594211066493382656'],2022-11-20 06:08:31+00:00,"Me dicen que @Raul_Jimenez9 juega de delantero en @miseleccionmx y yo tenía la idea que jugaba de medio retrasado. ⚽️

#MundialQatar2022 #QatarWorldCup2022 #Qatar #WorldCup2022 #SeleccionMayor #SeleccionMexicana 🇲🇽 https://t.co/0XarZdBurR",False,,,
CAlbicelestes,1412912060967555073,False,Cubanos Albicelestes,,es,1594194339651260417,Twitter for Android,['1594194339651260417'],2022-11-20 05:02:03+00:00,"Todos los seguidores en Cuba de @Argentina pueden disfrutar junto a @CAlbicelestes del mundial #Qatar2022 en el Salón Rojo del Capri organizado por #Hashtageventos . Si deseas apoyar a la #Scaloneta no faltes .

#TodosJuntos 
#SeleccionMayor https://t.co/zkzx6jqaHa",False,,,
CGTNSportsScene,866503271602679811,False,CGTN Sports Scene,"北京, 中华人民共和国",en,1594164593768927232,Twitter for iPhone,['1594164593768927232'],2022-11-20 03:03:51+00:00,"🇦🇷Argentina trained in Doha at the Qatar University Training site 3 on Saturday ahead of their #QatarWorldCup2022 opener vs. Saudi Arabia

💪Lionel Messi, who missed Friday's training, warmed up for a few minutes alone

#Qatar2022 #FIFAWorldCup #SelecciónMayor @ARG_soccernews https://t.co/cTHPRkcAgG https://t.co/YysnJKcLDr",False,,,
Argentina,2495199115,True,Selección Argentina 🇦🇷,Argentina,es,1594367704928075779,Twitter Web App,['1594367704928075779'],2022-11-20 16:30:57+00:00,"#SelecciónMayor Preparación a dos días de nuestro debut mundialista.

🙌🇦🇷 #TodosJuntos https://t.co/5abdssl8gk",False,,,
Apoyoaltrifeem,925413368646774784,False,Apoyotricolorfemenil 🇲🇽,,es,1594366965082390528,Twitter for Android,['1594366965082390528'],2022-11-20 16:28:01+00:00,#SeleccionMayor De titular la capi @KentiRobles jugando los 90 minutos en la victoria de su equipo @realmadridfem 1-0 @sportinghuelva 📷 @ToqueFem https://t.co/5gtCJN9DSg,False,,,
BancoNacion,2766810024,True,Banco Nación,Argentina,es,1594348419144982535,Twitter Web App,['1594348419144982535'],2022-11-20 15:14:19+00:00,Felices de acompañar a la selección 🇦🇷🫶 Cada argentin@ alienta @Argentina #TodosJuntos #SelecciónMayor #BancoNación https://t.co/q7nSd6uMh2,False,,,
lttv_spain,1557155666183290881,False,LTTV Spain,,en,1594336171370450945,LTTV Spain 2,['1594336171370450945'],2022-11-20 14:25:39+00:00,"Argentina | TOP 2 (español) TWEETS 

 YouTube : https://t.co/80VvfRDKTI 
 Odysee/LBRY Channel : https://t.co/SJBkHfHJuU 
 Twitch : https://t.co/FS5VXZksVH 

#SelecciónMayor",False,,,
TiempoDeportiv8,1503481326694850560,False,Tiempo Deportivo,,es,1594257154831163392,Twitter for Android,['1594257154831163392'],2022-11-20 09:11:40+00:00,"#SeleccionMayor

Ayer los jugadores dirijido por @lioscaloni realizaron otro día más de entrenamiento la novedad más importante que #Messi trabajo separado de sus compañeros por una molestía y este domingo 20 a las
17.00hs entrenamiento a puertas cerradas.

📷@Argentina https://t.co/RnrA9cfoP9",False,,,
Hasbullator,2159508163,False,Not Hasbulla Hushetskiy 💎,"Sicilia, Italia",es,1594211066493382656,Twitter for iPhone,['1594211066493382656'],2022-11-20 06:08:31+00:00,"Me dicen que @Raul_Jimenez9 juega de delantero en @miseleccionmx y yo tenía la idea que jugaba de medio retrasado. ⚽️

#MundialQatar2022 #QatarWorldCup2022 #Qatar #WorldCup2022 #SeleccionMayor #SeleccionMexicana 🇲🇽 https://t.co/0XarZdBurR",False,,,
CAlbicelestes,1412912060967555073,False,Cubanos Albicelestes,,es,1594194339651260417,Twitter for Android,['1594194339651260417'],2022-11-20 05:02:03+00:00,"Todos los seguidores en Cuba de @Argentina pueden disfrutar junto a @CAlbicelestes del mundial #Qatar2022 en el Salón Rojo del Capri organizado por #Hashtageventos . Si deseas apoyar a la #Scaloneta no faltes .

#TodosJuntos 
#SeleccionMayor https://t.co/zkzx6jqaHa",False,,,
CGTNSportsScene,866503271602679811,False,CGTN Sports Scene,"北京, 中华人民共和国",en,1594164593768927232,Twitter for iPhone,['1594164593768927232'],2022-11-20 03:03:51+00:00,"🇦🇷Argentina trained in Doha at the Qatar University Training site 3 on Saturday ahead of their #QatarWorldCup2022 opener vs. Saudi Arabia

💪Lionel Messi, who missed Friday's training, warmed up for a few minutes alone

#Qatar2022 #FIFAWorldCup #SelecciónMayor @ARG_soccernews https://t.co/cTHPRkcAgG https://t.co/YysnJKcLDr",False,,,
Argentina,2495199115,True,Selección Argentina 🇦🇷,Argentina,es,1594367704928075779,Twitter Web App,['1594367704928075779'],2022-11-20 16:30:57+00:00,"#SelecciónMayor Preparación a dos días de nuestro debut mundialista.

🙌🇦🇷 #TodosJuntos https://t.co/5abdssl8gk",False,,,
Apoyoaltrifeem,925413368646774784,False,Apoyotricolorfemenil 🇲🇽,,es,1594366965082390528,Twitter for Android,['1594366965082390528'],2022-11-20 16:28:01+00:00,#SeleccionMayor De titular la capi @KentiRobles jugando los 90 minutos en la victoria de su equipo @realmadridfem 1-0 @sportinghuelva 📷 @ToqueFem https://t.co/5gtCJN9DSg,False,,,
BancoNacion,2766810024,True,Banco Nación,Argentina,es,1594348419144982535,Twitter Web App,['1594348419144982535'],2022-11-20 15:14:19+00:00,Felices de acompañar a la selección 🇦🇷🫶 Cada argentin@ alienta @Argentina #TodosJuntos #SelecciónMayor #BancoNación https://t.co/q7nSd6uMh2,False,,,
lttv_spain,1557155666183290881,False,LTTV Spain,,en,1594336171370450945,LTTV Spain 2,['1594336171370450945'],2022-11-20 14:25:39+00:00,"Argentina | TOP 2 (español) TWEETS 

 YouTube : https://t.co/80VvfRDKTI 
 Odysee/LBRY Channel : https://t.co/SJBkHfHJuU 
 Twitch : https://t.co/FS5VXZksVH 

#SelecciónMayor",False,,,
TiempoDeportiv8,1503481326694850560,False,Tiempo Deportivo,,es,1594257154831163392,Twitter for Android,['1594257154831163392'],2022-11-20 09:11:40+00:00,"#SeleccionMayor

Ayer los jugadores dirijido por @lioscaloni realizaron otro día más de entrenamiento la novedad más importante que #Messi trabajo separado de sus compañeros por una molestía y este domingo 20 a las
17.00hs entrenamiento a puertas cerradas.

📷@Argentina https://t.co/RnrA9cfoP9",False,,,
Hasbullator,2159508163,False,Not Hasbulla Hushetskiy 💎,"Sicilia, Italia",es,1594211066493382656,Twitter for iPhone,['1594211066493382656'],2022-11-20 06:08:31+00:00,"Me dicen que @Raul_Jimenez9 juega de delantero en @miseleccionmx y yo tenía la idea que jugaba de medio retrasado. ⚽️

#MundialQatar2022 #QatarWorldCup2022 #Qatar #WorldCup2022 #SeleccionMayor #SeleccionMexicana 🇲🇽 https://t.co/0XarZdBurR",False,,,
CAlbicelestes,1412912060967555073,False,Cubanos Albicelestes,,es,1594194339651260417,Twitter for Android,['1594194339651260417'],2022-11-20 05:02:03+00:00,"Todos los seguidores en Cuba de @Argentina pueden disfrutar junto a @CAlbicelestes del mundial #Qatar2022 en el Salón Rojo del Capri organizado por #Hashtageventos . Si deseas apoyar a la #Scaloneta no faltes .

#TodosJuntos 
#SeleccionMayor https://t.co/zkzx6jqaHa",False,,,
CGTNSportsScene,866503271602679811,False,CGTN Sports Scene,"北京, 中华人民共和国",en,1594164593768927232,Twitter for iPhone,['1594164593768927232'],2022-11-20 03:03:51+00:00,"🇦🇷Argentina trained in Doha at the Qatar University Training site 3 on Saturday ahead of their #QatarWorldCup2022 opener vs. Saudi Arabia

💪Lionel Messi, who missed Friday's training, warmed up for a few minutes alone

#Qatar2022 #FIFAWorldCup #SelecciónMayor @ARG_soccernews https://t.co/cTHPRkcAgG https://t.co/YysnJKcLDr",False,,,
Argentina,2495199115,True,Selección Argentina 🇦🇷,Argentina,es,1594367704928075779,Twitter Web App,['1594367704928075779'],2022-11-20 16:30:57+00:00,"#SelecciónMayor Preparación a dos días de nuestro debut mundialista.

🙌🇦🇷 #TodosJuntos https://t.co/5abdssl8gk",False,,,
Apoyoaltrifeem,925413368646774784,False,Apoyotricolorfemenil 🇲🇽,,es,1594366965082390528,Twitter for Android,['1594366965082390528'],2022-11-20 16:28:01+00:00,#SeleccionMayor De titular la capi @KentiRobles jugando los 90 minutos en la victoria de su equipo @realmadridfem 1-0 @sportinghuelva 📷 @ToqueFem https://t.co/5gtCJN9DSg,False,,,
BancoNacion,2766810024,True,Banco Nación,Argentina,es,1594348419144982535,Twitter Web App,['1594348419144982535'],2022-11-20 15:14:19+00:00,Felices de acompañar a la selección 🇦🇷🫶 Cada argentin@ alienta @Argentina #TodosJuntos #SelecciónMayor #BancoNación https://t.co/q7nSd6uMh2,False,,,
lttv_spain,1557155666183290881,False,LTTV Spain,,en,1594336171370450945,LTTV Spain 2,['1594336171370450945'],2022-11-20 14:25:39+00:00,"Argentina | TOP 2 (español) TWEETS 

 YouTube : https://t.co/80VvfRDKTI 
 Odysee/LBRY Channel : https://t.co/SJBkHfHJuU 
 Twitch : https://t.co/FS5VXZksVH 

#SelecciónMayor",False,,,
TiempoDeportiv8,1503481326694850560,False,Tiempo Deportivo,,es,1594257154831163392,Twitter for Android,['1594257154831163392'],2022-11-20 09:11:40+00:00,"#SeleccionMayor

Ayer los jugadores dirijido por @lioscaloni realizaron otro día más de entrenamiento la novedad más importante que #Messi trabajo separado de sus compañeros por una molestía y este domingo 20 a las
17.00hs entrenamiento a puertas cerradas.

📷@Argentina https://t.co/RnrA9cfoP9",False,,,
Hasbullator,2159508163,False,Not Hasbulla Hushetskiy 💎,"Sicilia, Italia",es,1594211066493382656,Twitter for iPhone,['1594211066493382656'],2022-11-20 06:08:31+00:00,"Me dicen que @Raul_Jimenez9 juega de delantero en @miseleccionmx y yo tenía la idea que jugaba de medio retrasado. ⚽️

#MundialQatar2022 #QatarWorldCup2022 #Qatar #WorldCup2022 #SeleccionMayor #SeleccionMexicana 🇲🇽 https://t.co/0XarZdBurR",False,,,
CAlbicelestes,1412912060967555073,False,Cubanos Albicelestes,,es,1594194339651260417,Twitter for Android,['1594194339651260417'],2022-11-20 05:02:03+00:00,"Todos los seguidores en Cuba de @Argentina pueden disfrutar junto a @CAlbicelestes del mundial #Qatar2022 en el Salón Rojo del Capri organizado por #Hashtageventos . Si deseas apoyar a la #Scaloneta no faltes .

#TodosJuntos 
#SeleccionMayor https://t.co/zkzx6jqaHa",False,,,
CGTNSportsScene,866503271602679811,False,CGTN Sports Scene,"北京, 中华人民共和国",en,1594164593768927232,Twitter for iPhone,['1594164593768927232'],2022-11-20 03:03:51+00:00,"🇦🇷Argentina trained in Doha at the Qatar University Training site 3 on Saturday ahead of their #QatarWorldCup2022 opener vs. Saudi Arabia

💪Lionel Messi, who missed Friday's training, warmed up for a few minutes alone

#Qatar2022 #FIFAWorldCup #SelecciónMayor @ARG_soccernews https://t.co/cTHPRkcAgG https://t.co/YysnJKcLDr",False,,,
Argentina,2495199115,True,Selección Argentina 🇦🇷,Argentina,es,1594367704928075779,Twitter Web App,['1594367704928075779'],2022-11-20 16:30:57+00:00,"#SelecciónMayor Preparación a dos días de nuestro debut mundialista.

🙌🇦🇷 #TodosJuntos https://t.co/5abdssl8gk",False,,,
Apoyoaltrifeem,925413368646774784,False,Apoyotricolorfemenil 🇲🇽,,es,1594366965082390528,Twitter for Android,['1594366965082390528'],2022-11-20 16:28:01+00:00,#SeleccionMayor De titular la capi @KentiRobles jugando los 90 minutos en la victoria de su equipo @realmadridfem 1-0 @sportinghuelva 📷 @ToqueFem https://t.co/5gtCJN9DSg,False,,,
BancoNacion,2766810024,True,Banco Nación,Argentina,es,1594348419144982535,Twitter Web App,['1594348419144982535'],2022-11-20 15:14:19+00:00,Felices de acompañar a la selección 🇦🇷🫶 Cada argentin@ alienta @Argentina #TodosJuntos #SelecciónMayor #BancoNación https://t.co/q7nSd6uMh2,False,,,
lttv_spain,1557155666183290881,False,LTTV Spain,,en,1594336171370450945,LTTV Spain 2,['1594336171370450945'],2022-11-20 14:25:39+00:00,"Argentina | TOP 2 (español) TWEETS 

 YouTube : https://t.co/80VvfRDKTI 
 Odysee/LBRY Channel : https://t.co/SJBkHfHJuU 
 Twitch : https://t.co/FS5VXZksVH 

#SelecciónMayor",False,,,
TiempoDeportiv8,1503481326694850560,False,Tiempo Deportivo,,es,1594257154831163392,Twitter for Android,['1594257154831163392'],2022-11-20 09:11:40+00:00,"#SeleccionMayor

Ayer los jugadores dirijido por @lioscaloni realizaron otro día más de entrenamiento la novedad más importante que #Messi trabajo separado de sus compañeros por una molestía y este domingo 20 a las
17.00hs entrenamiento a puertas cerradas.

📷@Argentina https://t.co/RnrA9cfoP9",False,,,
Hasbullator,2159508163,False,Not Hasbulla Hushetskiy 💎,"Sicilia, Italia",es,1594211066493382656,Twitter for iPhone,['1594211066493382656'],2022-11-20 06:08:31+00:00,"Me dicen que @Raul_Jimenez9 juega de delantero en @miseleccionmx y yo tenía la idea que jugaba de medio retrasado. ⚽️

#MundialQatar2022 #QatarWorldCup2022 #Qatar #WorldCup2022 #SeleccionMayor #SeleccionMexicana 🇲🇽 https://t.co/0XarZdBurR",False,,,
CAlbicelestes,1412912060967555073,False,Cubanos Albicelestes,,es,1594194339651260417,Twitter for Android,['1594194339651260417'],2022-11-20 05:02:03+00:00,"Todos los seguidores en Cuba de @Argentina pueden disfrutar junto a @CAlbicelestes del mundial #Qatar2022 en el Salón Rojo del Capri organizado por #Hashtageventos . Si deseas apoyar a la #Scaloneta no faltes .

#TodosJuntos 
#SeleccionMayor https://t.co/zkzx6jqaHa",False,,,
CGTNSportsScene,866503271602679811,False,CGTN Sports Scene,"北京, 中华人民共和国",en,1594164593768927232,Twitter for iPhone,['1594164593768927232'],2022-11-20 03:03:51+00:00,"🇦🇷Argentina trained in Doha at the Qatar University Training site 3 on Saturday ahead of their #QatarWorldCup2022 opener vs. Saudi Arabia

💪Lionel Messi, who missed Friday's training, warmed up for a few minutes alone

#Qatar2022 #FIFAWorldCup #SelecciónMayor @ARG_soccernews https://t.co/cTHPRkcAgG https://t.co/YysnJKcLDr",False,,,
JCarlo_ooo,866077493891129345,False,𝙲𝚊𝚛𝚕𝚘,"Guadalajara, Jalisco",es,1593739436050767874,Twitter for iPhone,['1593739436050767874'],2022-11-18 22:54:26+00:00,"¿Cuánto apuestan? A qué no gana el mundial Argentina, le va pasar lo mismo ¡Eliminado....! De los mundiales recientes. #Qatar2022 #SelecciónMayor",False,,,
TizianoZalazar2,1475125563622834184,False,Tiziano Zalazar🎙️,Argentina,es,1593730817943126016,Instagram,['1593730817943126016'],2022-11-18 22:20:11+00:00,#SelecciónMayor Cronograma de trabajo de la Selección Argentina en  el Predio de entrenamiento de Qatar en Qatar - Doha https://t.co/HY4rntgAap,False,,Point,"[51.53272132, 25.2935757]"
Martine85743281,1531643812392669184,False,Martinez 🇦🇷,,es,1593704499197231104,Twitter for iPhone,['1593704499197231104'],2022-11-18 20:35:36+00:00,"Luchemos por ello 🇦🇷🇦🇷🤍💙🙌🏻
#VamosArgentina
#Argentina  #SeleccionMayor  #Qatar2022 https://t.co/wmWnlmGOAj",False,,,
EchoboxL,1252243828691664897,False,Echobox LATAM,,es,1593703053630357509,Echobox,['1593703053630357509'],2022-11-18 20:29:52+00:00,#SelecciónMayor ¡Llegamos a Doha! 🇶🇦 Conocé la próxima actividad de la Selección @Argentina en Qatar 👇 https://t.co/PnRb6zGCPk,False,,,
Argentina,2495199115,True,Selección Argentina 🇦🇷,Argentina,es,1593702099954573313,Twitter for iPhone,['1593702099954573313'],2022-11-18 20:26:04+00:00,Argentina ya se siente campeón se parece al América 😅  #SelecciónMayor #Qatar2022,False,,,
TiempoDeportiv8,1503481326694850560,False,Tiempo Deportivo,,es,1593685788448866304,Twitter for Android,['1593685788448866304'],2022-11-18 19:21:15+00:00,"#SelecciónMayor Cronograma de trabajo de la Selección Argentina en  el Predio de entrenamiento de Qatar

📝 https://t.co/8AF2tZ4UEw https://t.co/jOvOmDZd6L",False,,,
nicolas63924807,962510547227996160,False,nicolas juarezLR-2 oficial 🗣️🎙️,"La Rioja, Argentina",es,1593684208911777792,Twitter for Android,['1593684208911777792'],2022-11-18 19:14:59+00:00,"#SeleccionMayor

El jugador de la Albiceleste Lionel #Messi presentó los nuevos botines casi dorado en su totalidad y con los 10 estampado en la parte de atrás y lo va utilizar en #Qatar2022 https://t.co/q3KR3oGH1Q",False,,,
Argentina,2495199115,True,Selección Argentina 🇦🇷,Argentina,es,1593680437938749440,TweetDeck,['1593680437938749440'],2022-11-18 19:00:00+00:00,"#SelecciónMayor Lionel Messi 🔟 y sus goles en la Selección @Argentina, año por año ⚽️.

📝 https://t.co/32zDbbe5Ri https://t.co/rWUVfiOHlg",False,,,
negrabostera_,2332372364,False,shit disturber 🇦🇷,,es,1593663451280408580,Twitter for Android,['1593663451280408580'],2022-11-18 17:52:30+00:00,"#SelecciónMayor ¡Nuevo día de labores! ⚽️

💪 #Continúa la #preparación de @afaArgentina para su primer #compromiso en #Qatar2022 

#TodosJuntos

📝 https://t.co/33xXvRHek3
https://t.co/gokMx5T03Z",False,,,
Montony_,3343355925,False,Frases de Carlos Maslaton,"Tendencias, Argentina",es,1593661372604243968,Twitter Web App,['1593661372604243968'],2022-11-18 17:44:14+00:00,"#SelecciónMayor ¡Nuevo día de labores! ⚽️

💪 Continúa la preparación de @Argentina para su primer compromiso en #Qatar2022 

#TodosJuntos

📝 https://t.co/3QMSWHFuHq https://t.co/fEe4NSRMeY",False,,,
nahuutwm,1306604335070052352,False,Nahu,"Buenos Aires, Argentina",es,1593655032381153287,Twitter for Android,['1593655032381153287'],2022-11-18 17:19:03+00:00,"#SelecciónMayor El jugador Cuba Cocucha Beguiristain también será desafectado de la convocatoria mundialista por lesión. 

El reemplazante será informado en las próximas horas. https://t.co/JQEbMw2f6s",False,,,
nicolas63924807,962510547227996160,False,nicolas juarezLR-2 oficial 🗣️🎙️,"La Rioja, Argentina",es,1593633849455656960,Twitter for Android,['1593633849455656960'],2022-11-18 15:54:52+00:00,"#SelecciónMayor El jugador Ángel Di María también será desafectado de la convocatoria mundialista por una lesión muscular en el bíceps femoral izquierdo.

El reemplazante será informado en las próximas horas. https://t.co/18kqlMxjpQ",False,,,
Argentina,2495199115,True,Selección Argentina 🇦🇷,Argentina,es,1593632336448454659,Twitter for Android,['1593632336448454659'],2022-11-18 15:48:51+00:00,"#SelecciónMayor El jugador Paulo Dybala también será desafectado de la convocatoria mundialista por lesión. 

El reemplazante será Agustin Yolan, joven promesa de El Porvenir, quien ya se encuentra rumbo a Qatar 🇶🇦 https://t.co/LtyZo6e3LO",False,,,
negrabostera_,2332372364,False,shit disturber 🇦🇷,,es,1593663451280408580,Twitter for Android,['1593663451280408580'],2022-11-18 17:52:30+00:00,"#SelecciónMayor ¡Nuevo día de labores! ⚽️

💪 #Continúa la #preparación de @afaArgentina para su primer #compromiso en #Qatar2022 

#TodosJuntos

📝 https://t.co/33xXvRHek3
https://t.co/gokMx5T03Z",False,,,
